,artist,title,text
220,Jass Manak , Prada,Akhan Utte Ter Aa Prada Sajjna Asi Time Chakkde Aa Dadda Sajjna Kaali Range Vichi Rehna Velly Taad-da Thonu Chehra Disda Ni Sadda SajjnaTere Piche Saak Shadd Aayi Aa 40 Gori Jatti Ghumme Bentley Ch Kaali Prada Akhan Lah Ke Dekh Lae Har Saah Utte Naam Bolle Tera Kinna Kardi Ae Jatta Jatti Tera Tu Yaari Kera La Ke Dekh Lae Har Saah Utte Naam Bolle Tera Kinna Kardi Ae Jatta Jatti Tera Tu Yaari Kera La Ke Dekh LaeTohr Teri Ambaran Da Moon Sun Lae Jatti Teri Ho Ju Hun Soon Sun Lae Tere Mere Vich Kera Koi Aa Gaya Paaniya De Wangu Dhullu Khoon Sun Lae Ve Main Inni Vi Ni Payi Jatta Kahli Ve Tu Hooli Hooli Ghar De Mana Li Tu Dil Nede Aa Ke Dekh Lae Har Saah Utte Naam Bolle Tera Kinna Kardi Ae Jatta Jatti Tera Tu Yaari Kera La Ke Dekh Lae Har Saah Utte Naam Bolle Tera Kinna Kardi Ae Jatta Jatti Tera Tu Yaari Kera La Ke Dekh Lae
221,Ben&Ben , Leaves,"I can think of all the times You told me not to touch the light I never thought that you would be the one I couldn't really justify How you even thought it could be right Cause everything we cherished is gone And in the end can you me tell me if It was worth the try So I can decideLeaves will soon grow from the bareness of trees And all will be alright in time From waves overgrown come the calmest of seas And all will be alright in time Ohh you never really love someone until you learn to forgiveTry as hard as I might To flee the shadows of the night It haunts me and it makes me feel blue But how can I try to hide When every breath and every hour I still end up thinking of you And in the end everythng we have Makes it worth the fight So I will hold on for as longAs leaves will soon grow from the bareness of trees And all will be alright in time From waves overgrown come the calmest of seas And all will be alright in time Ohh you never really love someone until you learn to forgiveI never thought that I would see the day That I'd decide if I should leave or stay But in the end what makes it worth the fight's that no matter what happens we try to make it rightLeaves will soon grow from the bareness of trees And all will be alright in time From waves overgrown come the calmest of seas And all will be alright in time Wounds of the past will eventually heal And all will be alright in time 'Cause all of this comes with a love that is real I said all will be alright in time I said all will be alright in time I said all will be alright in time All will be alright in time Ohh, you never really love someone until You learn to forgive You learn to forgive Learn to forgive"
222,The Carpenters , Close To You,"Why do birds suddenly appear, ev'ry time you are near? Just like me, they long to be close to you. Why do stars fall down from the sky, ev'ry time you walk by? Just like me, they long to be close to you.On the day that you were born the angels got together. And decided to create a dream come true. So, they sprinkled moon dust in your hair of gold And star-light in your eyes of blue. That is why all the girls in town follow you all around. Just like me, they long to be close to you...On the day that you were born the angels got together. And decided to create a dream come true. So, they sprinkled moon dust in your hair of gold And star-light in your eyes of blue. That is why all the girls in town follow you all around. Just like me, they long to be close to you... Just like me, they long to be close to you..."
223,Brian McKnight , Marry Your Daughter,"Sir, I'm a bit nervous 'Bout being here today Still not real sure what I'm going to say So bare with me please If I take up too much of your time, See in this box is a ring for your oldest She's my everything and all that I know is It would be such a relief if I knew that we were on the same side Cause very soon I'm hoping that I...Can marry your daughter And make her my wife I want her to be the only girl that I love for the rest of my life And give her the best of me 'til the day that I die, yeah I'm gonna marry your princess And make her my queen She'll be the most beautiful bride that I've ever seen Can't wait to smile When she walks down the aisle On the arm of her father On the day that I marry your daughterShe's been here every step Since the day that we met (I'm scared to death to think of what would happen if she ever left) So don't you ever worry about me ever treating her bad I've got most of my vows done so far (So bring on the better or worse) And till death do us part There's no doubt in my mind It's time I'm ready to start I swear to you with all of my heart...I'm gonna marry your daughter And make her my wife I want her to be the only girl that I love for the rest of my life And give her the best of me 'til the day that I die, yeah I'm gonna marry your princess And make her my queen She'll be the most beautiful bride that I've ever seen I can't wait to smile As she walks down the aisle On the arm of her father On the day that I marry your daughterThe first time I saw her I swear I knew that I'd say I doI'm gonna marry your daughter And make her my wife I want her to be the only girl that I love for the rest of my life And give her the best of me 'til the day that I die I'm gonna marry your princess And make her my queen She'll be the most beautiful bride that I've ever seen I can't wait to smile As she walks down the aisle On the arm of her father On the day that I marry your daughter"
224,Hale , The Day You Said Goodnight,"Take me as you are Push me off the road The sadness, i need this time to be with you I'm freezing in the sun I'm burning in the rain The silence, i'm screaming Calling out your nameAnd i do, reside in your light Put out the fire with me and find Yeah, you'll lose the side of your circles That's what i'll do If we say goodbyeTo be is all i got to be In all that i see In all that i need this time To me, the life you gave me The day you said goodnight The calmness in your faceThat i see through the night The warmth of your light is pressing unto us You didn't ask me why I never would have known Oblivion is falling down And i do, reside in your light Put out the fire with me and find Yeah, you'll lose the side of your circles That's what i'll do If we say goodbye To be is all i got to beIn all that i see In all that i need this time To me, the life you gave me The day you said goodnight If you could only know me Like your prayers at nightThen everything between you and me Will be all right To be is all i got to be In all that i seeIn all that i need this time To me, the life you gave me The day you said good... night... She's already taken She's already taken She's already taken me She's already taken She's already taken me The day you said goodnight..."
225,Phineas and Ferb , Theme Song,There's 104 days of summer vacation And school comes along just to end it So the annual problem for our generation Is finding a good way to spend itLike maybe... Building a rocket Or fighting a mummy Or climbing up the Eiffel TowerDiscovering something that doesn't exist (Hey! ) Or giving a monkey a showerSurfing tidal waves Creating nanobots Or locating Frankenstein's brain (It's over here! )Finding a dodo bird Painting a continent Or driving your sister insane (Phineas! )As you can see There's a whole lot of stuff to do Before school starts this fall (Come on Perry)So stick with us 'cause Phineas and Ferb Are gonna do it all So stick with us 'cause Phineas and Ferb are Gonna do it all! (Mom! Phineas and Ferb are making a title sequence! ) (Guitar downs)
226,Children Songs , Baa Baa Black Sheep,"Baa, baa, black sheep, have you any wool? Yes sir, yes sir, three bags full!One for the master, One for the dame, And one for the little boy Who lives down the laneBaa, baa, black sheep, Have you any wool? Yes sir, yes sir, Three bags full...Baa, baa, white sheep, have you any wool? yes sir, yes sir, three needles full.one to mend a jumper, one to mend a frock, and one for the little girl, with holes in her sock.Baa, baa, white sheep, have you any wool? yes sir, yes sir, three needles full...Baa, baa, grey sheep, have you any wool? yes sir yes sir , three bags full.one for the kitten, one for the cats, and one for the owner, to knit some woolly hats.Baa, Baa, brown sheep, have you any wool? yes sir, yes sir, three bags full.One for the mammy , One for the daddy and one for the little baby Who lives down the lane.Baa, baa, bare sheep, have you any wool? No sir, no sir, no bags full.None for the master, none for the dame, and none for the little boy who lives down the lane.Baa, baa bare sheep, have you any wool? No sir, no sir, no bags full..."
227,Christina Perri , A Thousand Years,"Heart beats fast Colors and promises How to be brave? How can I love when I'm afraid to fall? But watching you stand alone All of my doubt suddenly goes away somehow One step closer I have died every day waiting for you Darling, don't be afraid I have loved you For a thousand years I'll love you for a thousand more Time stands stillBeauty in all she isI will be brave I will not let anything take away What's standing in front of me Every breath Every hour has come to this One step closer I have died every day waiting for youDarling, don't be afraid I have loved you For a thousand years I'll love you for a thousand more And all along I believed I would find you Time has brought your heart to me I have loved you for a thousand years I'll love you for a thousand more One step closerOne step closerI have died every day waiting for you Darling don't be afraid I have loved you For a thousand years I'll love you for a thousand more And all along I believed I would find you Time has brought your heart to me I have loved you for a thousand years I'll love you for a thousand more"
228,We Three , Heaven's Not Too Far Away,"HmmmVerse 1 Honey I thought you should know that I'm in a hurry I've got to move up north, but it's just temporary I really tried not to lie, but this burdens getting heavy No, you can't come with me this time, you got your own destinyPre C. When I look at you I see your beauty Now my baby boy he's gonna lose meChorus: But heavens not too far away, I know someday you'll visit And I didn't think I'd go this way, can I please have one more minuteVerse 2 No honey I don't want to go, please know that I have to Look how the cancer has grown, I think it's time I go home I can still hear your voice, sounds just like it did And I can still feel your hand, when it touches my skinChorus: But heavens not too far away, I know someday you'll visit And I didn't think I'd go this way, can I please have one more minute I gave you life now you gotta watch it leave my eyes But heavens not too far away, I know someday you'll visitBridge: As death rattles my cage, I can hear their voices fading Each breath getting harder, I can hear the tears coming from my daughter And to her older brother, he's thinking back when he was younger When he had a healthy mother, who asked him to take care of his little brother And he's not really sure about life, or that how could any of this be right But I know my babies they will be fine, cause they can talk to me anytimeChorus: Cause, Heavens not too far away, I know someday you'll visit I didn't think I'd go this way, can I please have one more minute I gave you life now you gotta watch it leave my eyes But heavens not too far away, I know someday you'll visitEpilogue: Honey I thought you should know, that I'm in a hurry I've got a move up north, but it's just temporary"
229,Lupang Hinirang , Lupang Hinirang,Bayang Magiliw Perlas ng Silanganan Alab ng Puso Sa dibdib mo'y buhaylupang hinirang duyan ka nang magiting sa manlulupig di ka pasisiil sa dagat at bundok sa simoy at sa langit mong bughawmay dilag ang tula at awit sa pag layang minamahal ang kislap ng watawat mo'y tagumpay na nagniningning ang bituin at araw na kailan pa may di mag didilimlupa ng araw ng luwalhati't pagsinta buhay ay langit sa piling mo aming ligaya na 'pag may may mag-aapi ang mamatay ng dahil sa yo.
230,Farida Khanum , Aaj Jaane Ki Zid Na Karo,"aaj jaane kee jid naa karo - (3) yu hee pehlu me baithe raho - (2) aaj jaane kee jid naa karo hay mar jaayenge, ham toh lut jaayenge aisee baate kiya naa karo aaj jaane kee jid naa karo - (2) hay mar jaayenge, ham toh lut jaayenge aisee baate kiya naa karo, aaj jaane kee jid naa karotum hee socho jara, kyun naa roke tumhe jaan jaatee hai jab uthake jaate ho tum - (2) tumko apanee kasam jaanejan, baat itanee meree maan lo aaj jaane kee jid naa karo, (yu hee pehlu me baithe raho -2) aaj jaane kee jid naa karo, hay mar jayenge ham toh lut jaayenge aisee baate kiya naa karo, aaj jaane kee jid naa karowakt kee kaid me jindagee hai magar - (2) chand ghadiya yahee hain jo aajaad hain - (2) inako khokar mere jaaneja, umrr bhar naa tarasate raho aaj jaane kee jid naa karo, hay mar jayenge ham toh lut jaayenge aisee baate kiya naa karo, aaj jaane kee jid naa karokitna maasum rangin hai yeh sama husn aur ishk kee aaj me raaj hai (2) kal kee kisko khabar jaanejaan, rok lo aaj kee raat ko aaj jaane kee jid naa karo, (yu hee pehlu me baithe raho -2) aaj jaane kee jid naa karo, hay mar jayenge ham toh lut jaayenge aisee baate kiya naa karo, aaj jaane kee jid naa karo"
